Number of parties: 4
[*] Sample 21796: 3
[*] Sample 21797: 6
[*] Sample 21798: NULL
[*] Sample 21799: NULL
[*] Sample 21800: 5
[*] Sample 21801: NULL
[*] Sample 21802: NULL
[*] Sample 21803: NULL
[*] Sample 21804: NULL
[*] Sample 21805: NULL
[*] Sample 21806: NULL
[*] Sample 21807: 5
[*] Sample 21808: NULL
[*] Sample 21809: NULL
[*] Sample 21810: NULL
[*] Sample 21811: NULL
[*] Sample 21812: NULL
[*] Sample 21813: NULL
[*] Sample 21814: 1
[*] Sample 21815: 5
[*] Sample 21816: NULL
[*] Sample 21817: NULL
[*] Sample 21818: 1
[*] Sample 21819: NULL
[*] Sample 21820: NULL
[*] Sample 21821: 3
[*] Sample 21822: NULL
[*] Sample 21823: 3
[*] Sample 21824: NULL
[*] Sample 21825: 2
[*] Sample 21826: NULL
[*] Sample 21827: NULL
[*] Sample 21828: NULL
[*] Sample 21829: NULL
[*] Sample 21830: 5
[*] Sample 21831: NULL
[*] Sample 21832: NULL
[*] Sample 21833: 2
[*] Sample 21834: NULL
[*] Sample 21835: 5
[*] Sample 21836: 9
[*] Sample 21837: NULL
[*] Sample 21838: NULL
[*] Sample 21839: 1
[*] Sample 21840: NULL
[*] Sample 21841: 1
[*] Sample 21842: 1
[*] Sample 21843: NULL
[*] Sample 21844: NULL
[*] Sample 21845: NULL
[*] Sample 21846: 2
[*] Sample 21847: 1
[*] Sample 21848: 1
[*] Sample 21849: NULL
[*] Sample 21850: NULL
[*] Sample 21851: 3
[*] Sample 21852: 5
[*] Sample 21853: NULL
[*] Sample 21854: 3
[*] Sample 21855: NULL
[*] Sample 21856: NULL
[*] Sample 21857: 4
[*] Sample 21858: NULL
[*] Sample 21859: 4
[*] Sample 21860: NULL
[*] Sample 21861: NULL
[*] Sample 21862: NULL
[*] Sample 21863: NULL
[*] Sample 21864: NULL
[*] Sample 21865: 3
[*] Sample 21866: 3
[*] Sample 21867: 4
[*] Sample 21868: NULL
[*] Sample 21869: NULL
[*] Sample 21870: 6
[*] Sample 21871: NULL
[*] Sample 21872: 2
[*] Sample 21873: NULL
[*] Sample 21874: NULL
[*] Sample 21875: 6
[*] Sample 21876: NULL
[*] Sample 21877: 2
[*] Sample 21878: NULL
[*] Sample 21879: NULL
[*] Sample 21880: NULL
[*] Sample 21881: 1
[*] Sample 21882: NULL
[*] Sample 21883: 1
[*] Sample 21884: 8
[*] Sample 21885: NULL
[*] Sample 21886: NULL
[*] Sample 21887: 5
[*] Sample 21888: 8
[*] Sample 21889: 3
[*] Sample 21890: NULL
[*] Sample 21891: 3
[*] Sample 21892: 1
[*] Sample 21893: 7
[*] Sample 21894: 2
[*] Sample 21895: NULL
[*] Sample 21896: 7
[*] Sample 21897: 5
[*] Sample 21898: NULL
[*] Sample 21899: 1
[*] Sample 21900: NULL
[*] Sample 21901: NULL
[*] Sample 21902: NULL
[*] Sample 21903: 2
[*] Sample 21904: 8
[*] Sample 21905: NULL
[*] Sample 21906: NULL
[*] Sample 21907: 1
[*] Sample 21908: 3
[*] Sample 21909: 7
[*] Sample 21910: NULL
[*] Sample 21911: 1
[*] Sample 21912: 5
[*] Sample 21913: NULL
[*] Sample 21914: NULL
[*] Sample 21915: NULL
[*] Sample 21916: 4
[*] Sample 21917: NULL
[*] Sample 21918: NULL
[*] Sample 21919: NULL
[*] Sample 21920: NULL
[*] Sample 21921: NULL
[*] Sample 21922: 1
[*] Sample 21923: 5
[*] Sample 21924: NULL
[*] Sample 21925: 9
[*] Sample 21926: NULL
[*] Sample 21927: 1
[*] Sample 21928: 4
[*] Sample 21929: NULL
[*] Sample 21930: 1
[*] Sample 21931: NULL
[*] Sample 21932: NULL
[*] Sample 21933: NULL
[*] Sample 21934: NULL
[*] Sample 21935: 6
[*] Sample 21936: NULL
[*] Sample 21937: NULL
[*] Sample 21938: NULL
[*] Sample 21939: NULL
[*] Sample 21940: NULL
[*] Sample 21941: 1
[*] Sample 21942: NULL
[*] Sample 21943: NULL
[*] Sample 21944: NULL
[*] Sample 21945: NULL
[*] Sample 21946: NULL
[*] Sample 21947: NULL
[*] Sample 21948: 7
[*] Sample 21949: NULL
[*] Sample 21950: 1
[*] Sample 21951: NULL
[*] Sample 21952: NULL
[*] Sample 21953: NULL
[*] Sample 21954: 7
[*] Sample 21955: 1
[*] Sample 21956: NULL
[*] Sample 21957: NULL
[*] Sample 21958: NULL
[*] Sample 21959: NULL
[*] Sample 21960: 1
[*] Sample 21961: 5
[*] Sample 21962: 1
[*] Sample 21963: 2
[*] Sample 21964: NULL
[*] Sample 21965: 3
[*] Sample 21966: 1
[*] Sample 21967: 2
[*] Sample 21968: NULL
[*] Sample 21969: 6
[*] Sample 21970: NULL
[*] Sample 21971: 5
[*] Sample 21972: 7
[*] Sample 21973: NULL
[*] Sample 21974: 5
[*] Sample 21975: NULL
[*] Sample 21976: NULL
[*] Sample 21977: 3
[*] Sample 21978: 5
[*] Sample 21979: NULL
[*] Sample 21980: NULL
[*] Sample 21981: NULL
[*] Sample 21982: 3
[*] Sample 21983: 2
[*] Sample 21984: NULL
[*] Sample 21985: NULL
[*] Sample 21986: NULL
[*] Sample 21987: NULL
[*] Sample 21988: NULL
[*] Sample 21989: 1
[*] Sample 21990: 2
[*] Sample 21991: 2
[*] Sample 21992: NULL
[*] Sample 21993: NULL
[*] Sample 21994: NULL
[*] Sample 21995: 6
[*] Sample 21996: NULL
[*] Sample 21997: 8
[*] Sample 21998: NULL
[*] Sample 21999: NULL
[*] Sample 22000: NULL
[*] Sample 22001: NULL
[*] Sample 22002: NULL
[*] Sample 22003: 1
[*] Sample 22004: NULL
[*] Sample 22005: NULL
[*] Sample 22006: NULL
[*] Sample 22007: NULL
[*] Sample 22008: 2
[*] Sample 22009: 6
[*] Sample 22010: NULL
[*] Sample 22011: 4
[*] Sample 22012: NULL
[*] Sample 22013: NULL
[*] Sample 22014: NULL
[*] Sample 22015: NULL
[*] Sample 22016: NULL
[*] Sample 22017: 2
[*] Sample 22018: NULL
[*] Sample 22019: NULL
[*] Sample 22020: 7
[*] Sample 22021: NULL
[*] Sample 22022: 2
[*] Sample 22023: NULL
[*] Sample 22024: NULL
[*] Sample 22025: NULL
[*] Sample 22026: NULL
[*] Sample 22027: NULL
[*] Sample 22028: NULL
[*] Sample 22029: NULL
[*] Sample 22030: 0
[*] Sample 22031: NULL
[*] Sample 22032: NULL
[*] Sample 22033: 0
[*] Sample 22034: 1
[*] Sample 22035: 8
[*] Sample 22036: 1
[*] Sample 22037: NULL
[*] Sample 22038: NULL
[*] Sample 22039: 4
[*] Sample 22040: NULL
[*] Sample 22041: NULL
[*] Sample 22042: NULL
[*] Sample 22043: NULL
[*] Sample 22044: NULL
[*] Sample 22045: 1
[*] Sample 22046: 6
[*] Sample 22047: NULL
[*] Sample 22048: 2
[*] Sample 22049: 1
[*] Sample 22050: 0
[*] Sample 22051: NULL
[*] Sample 22052: 0
[*] Sample 22053: NULL
[*] Sample 22054: NULL
[*] Sample 22055: NULL
[*] Sample 22056: 2
[*] Sample 22057: 3
[*] Sample 22058: 0
[*] Sample 22059: NULL
[*] Sample 22060: NULL
[*] Sample 22061: NULL
[*] Sample 22062: NULL
[*] Sample 22063: 6
[*] Sample 22064: 0
[*] Sample 22065: 9
[*] Sample 22066: 5
[*] Sample 22067: 3
[*] Sample 22068: NULL
[*] Sample 22069: NULL
[*] Sample 22070: NULL
[*] Sample 22071: 6
[*] Sample 22072: 2
[*] Sample 22073: 7
[*] Sample 22074: NULL
[*] Sample 22075: 4
[*] Sample 22076: NULL
[*] Sample 22077: NULL
[*] Sample 22078: NULL
[*] Sample 22079: NULL
[*] Sample 22080: 7
[*] Sample 22081: NULL
[*] Sample 22082: 7
[*] Sample 22083: NULL
[*] Sample 22084: NULL
[*] Sample 22085: 1
[*] Sample 22086: 6
[*] Sample 22087: NULL
[*] Sample 22088: NULL
[*] Sample 22089: NULL
[*] Sample 22090: NULL
[*] Sample 22091: NULL
[*] Sample 22092: 6
[*] Sample 22093: NULL
[*] Sample 22094: 2
[*] Sample 22095: 6
[*] Sample 22096: NULL
[*] Sample 22097: 2
[*] Sample 22098: NULL
[*] Sample 22099: NULL
[*] Sample 22100: NULL
[*] Sample 22101: NULL
[*] Sample 22102: 1
[*] Sample 22103: NULL
[*] Sample 22104: 1
[*] Sample 22105: 7
[*] Sample 22106: NULL
[*] Sample 22107: NULL
[*] Sample 22108: NULL
[*] Sample 22109: 6
[*] Sample 22110: 2
[*] Sample 22111: 1
[*] Sample 22112: NULL
[*] Sample 22113: 3
[*] Sample 22114: 6
[*] Sample 22115: 3
[*] Sample 22116: NULL
[*] Sample 22117: 2
[*] Sample 22118: NULL
[*] Sample 22119: NULL
[*] Sample 22120: 7
[*] Sample 22121: NULL
[*] Sample 22122: 4
[*] Sample 22123: NULL
[*] Sample 22124: 7
[*] Sample 22125: NULL
[*] Sample 22126: NULL
[*] Sample 22127: 1
[*] Sample 22128: 1
[*] Sample 22129: 0
[*] Sample 22130: 7
[*] Sample 22131: NULL
[*] Sample 22132: 4
[*] Sample 22133: 4
[*] Sample 22134: NULL
[*] Sample 22135: NULL
[*] Sample 22136: NULL
[*] Sample 22137: NULL
[*] Sample 22138: 2
[*] Sample 22139: 7
[*] Sample 22140: 6
[*] Sample 22141: NULL
[*] Sample 22142: 1
[*] Sample 22143: 6
[*] Sample 22144: NULL
[*] Sample 22145: NULL
[*] Sample 22146: 1
[*] Sample 22147: NULL
[*] Sample 22148: 1
[*] Sample 22149: 5
[*] Sample 22150: 1
[*] Sample 22151: NULL
[*] Sample 22152: NULL
[*] Sample 22153: NULL
[*] Sample 22154: 9
[*] Sample 22155: NULL
[*] Sample 22156: NULL
[*] Sample 22157: NULL
[*] Sample 22158: 4
[*] Sample 22159: NULL
[*] Sample 22160: NULL
[*] Sample 22161: 0
[*] Sample 22162: 5
[*] Sample 22163: 5
[*] Sample 22164: NULL
[*] Sample 22165: 1
[*] Sample 22166: NULL
[*] Sample 22167: NULL
[*] Sample 22168: 9
[*] Sample 22169: 1
[*] Sample 22170: NULL
[*] Sample 22171: 2
[*] Sample 22172: NULL
[*] Sample 22173: 3
[*] Sample 22174: NULL
[*] Sample 22175: 6
[*] Sample 22176: 1
[*] Sample 22177: 9
[*] Sample 22178: NULL
[*] Sample 22179: 0
[*] Sample 22180: NULL
[*] Sample 22181: 1
[*] Sample 22182: NULL
[*] Sample 22183: 9
[*] Sample 22184: NULL
[*] Sample 22185: NULL
[*] Sample 22186: 4
[*] Sample 22187: 7
[*] Sample 22188: 8
[*] Sample 22189: 9
[*] Sample 22190: NULL
[*] Sample 22191: 2
[*] Sample 22192: 0
[*] Sample 22193: 2
[*] Sample 22194: 1
[*] Sample 22195: NULL
[*] Sample 22196: NULL
[*] Sample 22197: NULL
[*] Sample 22198: NULL
[*] Sample 22199: 3
[*] Sample 22200: 4
[*] Sample 22201: NULL
[*] Sample 22202: 6
[*] Sample 22203: NULL
[*] Sample 22204: 1
[*] Sample 22205: NULL
[*] Sample 22206: 7
[*] Sample 22207: NULL
[*] Sample 22208: 5
[*] Sample 22209: NULL
[*] Sample 22210: 3
[*] Sample 22211: NULL
[*] Sample 22212: NULL
[*] Sample 22213: 1
[*] Sample 22214: 0
[*] Sample 22215: NULL
[*] Sample 22216: NULL
[*] Sample 22217: 1
[*] Sample 22218: 5
[*] Sample 22219: NULL
[*] Sample 22220: 8
[*] Sample 22221: 8
[*] Sample 22222: 1
[*] Sample 22223: 4
[*] Sample 22224: NULL
[*] Sample 22225: 1
[*] Sample 22226: 4
[*] Sample 22227: 6
[*] Sample 22228: NULL
[*] Sample 22229: NULL
[*] Sample 22230: 4
[*] Sample 22231: 1
[*] Sample 22232: NULL
[*] Sample 22233: 5
[*] Sample 22234: 1
[*] Sample 22235: NULL
[*] Sample 22236: 2
[*] Sample 22237: 5
[*] Sample 22238: NULL
[*] Sample 22239: NULL
[*] Sample 22240: 5
[*] Sample 22241: NULL
[*] Sample 22242: NULL
[*] Sample 22243: 1
[*] Sample 22244: 6
[*] Sample 22245: 7
[*] Sample 22246: 1
[*] Sample 22247: NULL
[*] Sample 22248: 5
[*] Sample 22249: NULL
[*] Sample 22250: NULL
[*] Sample 22251: NULL
[*] Sample 22252: NULL
[*] Sample 22253: NULL
[*] Sample 22254: 6
[*] Sample 22255: NULL
[*] Sample 22256: 1
[*] Sample 22257: NULL
[*] Sample 22258: 6
[*] Sample 22259: 3
[*] Sample 22260: 2
[*] Sample 22261: NULL
[*] Sample 22262: NULL
[*] Sample 22263: NULL
[*] Sample 22264: NULL
[*] Sample 22265: 6
[*] Sample 22266: 1
[*] Sample 22267: 2
[*] Sample 22268: NULL
[*] Sample 22269: 6
[*] Sample 22270: 1
[*] Sample 22271: NULL
[*] Sample 22272: NULL
[*] Sample 22273: NULL
[*] Sample 22274: 5
[*] Sample 22275: 9
[*] Sample 22276: NULL
[*] Sample 22277: NULL
[*] Sample 22278: 6
[*] Sample 22279: NULL
[*] Sample 22280: NULL
[*] Sample 22281: 2
[*] Sample 22282: NULL
[*] Sample 22283: NULL
[*] Sample 22284: NULL
[*] Sample 22285: 4
[*] Sample 22286: 4
[*] Sample 22287: 7
[*] Sample 22288: NULL
[*] Sample 22289: NULL
[*] Sample 22290: 2
[*] Sample 22291: 3
[*] Sample 22292: NULL
[*] Sample 22293: 3
[*] Sample 22294: 4
[*] Sample 22295: 6
[*] Sample 22296: 1
[*] Sample 22297: 7
[*] Sample 22298: 1
[*] Sample 22299: NULL
[*] Sample 22300: 2
[*] Sample 22301: NULL
[*] Sample 22302: NULL
[*] Sample 22303: 5
[*] Sample 22304: 4
[*] Sample 22305: 7
[*] Sample 22306: NULL
[*] Sample 22307: NULL
[*] Sample 22308: 3
[*] Sample 22309: NULL
[*] Sample 22310: 5
[*] Sample 22311: 6
[*] Sample 22312: NULL
[*] Sample 22313: 7
[*] Sample 22314: NULL
[*] Sample 22315: 3
[*] Sample 22316: 4
[*] Sample 22317: NULL
[*] Sample 22318: NULL
[*] Sample 22319: NULL
[*] Sample 22320: 4
[*] Sample 22321: NULL
[*] Sample 22322: NULL
[*] Sample 22323: NULL
[*] Sample 22324: 0
[*] Sample 22325: NULL
[*] Sample 22326: 1
[*] Sample 22327: 9
[*] Sample 22328: NULL
[*] Sample 22329: 3
[*] Sample 22330: NULL
[*] Sample 22331: 2
[*] Sample 22332: NULL
[*] Sample 22333: NULL
[*] Sample 22334: NULL
[*] Sample 22335: NULL
[*] Sample 22336: NULL
[*] Sample 22337: NULL
[*] Sample 22338: 1
[*] Sample 22339: NULL
[*] Sample 22340: NULL
[*] Sample 22341: 9
[*] Sample 22342: 2
[*] Sample 22343: NULL
[*] Sample 22344: 1
[*] Sample 22345: NULL
[*] Sample 22346: 4
[*] Sample 22347: NULL
[*] Sample 22348: NULL
[*] Sample 22349: NULL
[*] Sample 22350: NULL
[*] Sample 22351: NULL
[*] Sample 22352: NULL
[*] Sample 22353: 2
[*] Sample 22354: 5
[*] Sample 22355: NULL
[*] Sample 22356: NULL
[*] Sample 22357: NULL
[*] Sample 22358: NULL
[*] Sample 22359: 6
[*] Sample 22360: NULL
[*] Sample 22361: NULL
[*] Sample 22362: 5
[*] Sample 22363: 3
[*] Sample 22364: 1
[*] Sample 22365: 3
[*] Sample 22366: NULL
[*] Sample 22367: NULL
[*] Sample 22368: NULL
[*] Sample 22369: NULL
[*] Sample 22370: 7
[*] Sample 22371: NULL
[*] Sample 22372: NULL
[*] Sample 22373: 1
[*] Sample 22374: NULL
[*] Sample 22375: NULL
[*] Sample 22376: 4
[*] Sample 22377: NULL
[*] Sample 22378: NULL
[*] Sample 22379: NULL
[*] Sample 22380: 1
[*] Sample 22381: NULL
[*] Sample 22382: 2
[*] Sample 22383: NULL
[*] Sample 22384: NULL
[*] Sample 22385: 0
[*] Sample 22386: NULL
[*] Sample 22387: NULL
[*] Sample 22388: NULL
[*] Sample 22389: NULL
[*] Sample 22390: 6
[*] Sample 22391: NULL
[*] Sample 22392: NULL
[*] Sample 22393: NULL
[*] Sample 22394: 0
[*] Sample 22395: 7
[*] Sample 22396: NULL
[*] Sample 22397: 2
[*] Sample 22398: 9
[*] Sample 22399: NULL
[*] Sample 22400: 0
[*] Sample 22401: NULL
[*] Sample 22402: NULL
[*] Sample 22403: NULL
[*] Sample 22404: NULL
[*] Sample 22405: NULL
[*] Sample 22406: NULL
[*] Sample 22407: NULL
[*] Sample 22408: 6
[*] Sample 22409: NULL
[*] Sample 22410: NULL
[*] Sample 22411: NULL
[*] Sample 22412: 7
[*] Sample 22413: NULL
[*] Sample 22414: NULL
[*] Sample 22415: 1
[*] Sample 22416: NULL
[*] Sample 22417: NULL
[*] Sample 22418: NULL
[*] Sample 22419: 1
[*] Sample 22420: 5
[*] Sample 22421: NULL
[*] Sample 22422: NULL
[*] Sample 22423: 1
[*] Sample 22424: 2
[*] Sample 22425: 1
[*] Sample 22426: NULL
[*] Sample 22427: NULL
[*] Sample 22428: 1
[*] Sample 22429: NULL
[*] Sample 22430: 6
[*] Sample 22431: NULL
[*] Sample 22432: NULL
[*] Sample 22433: 7
[*] Sample 22434: 1
[*] Sample 22435: NULL
[*] Sample 22436: NULL
[*] Sample 22437: 1
[*] Sample 22438: NULL
[*] Sample 22439: NULL
[*] Sample 22440: NULL
[*] Sample 22441: 2
[*] Sample 22442: NULL
[*] Sample 22443: 9
[*] Sample 22444: NULL
[*] Sample 22445: NULL
[*] Sample 22446: NULL
[*] Sample 22447: 1
[*] Sample 22448: NULL
[*] Sample 22449: NULL
[*] Sample 22450: 1
[*] Sample 22451: NULL
[*] Sample 22452: NULL
[*] Sample 22453: NULL
[*] Sample 22454: NULL
[*] Sample 22455: 4
[*] Sample 22456: NULL
[*] Sample 22457: NULL
[*] Sample 22458: NULL
[*] Sample 22459: 3
[*] Sample 22460: 1
[*] Sample 22461: 0
[*] Sample 22462: NULL
[*] Sample 22463: NULL
[*] Sample 22464: NULL
[*] Sample 22465: 1
[*] Sample 22466: NULL
[*] Sample 22467: NULL
[*] Sample 22468: NULL
[*] Sample 22469: 2
[*] Sample 22470: NULL
[*] Sample 22471: 7
[*] Sample 22472: NULL
[*] Sample 22473: NULL
[*] Sample 22474: NULL
[*] Sample 22475: 1
[*] Sample 22476: NULL
[*] Sample 22477: 1
[*] Sample 22478: 0
[*] Sample 22479: NULL
[*] Sample 22480: NULL
[*] Sample 22481: NULL
[*] Sample 22482: NULL
[*] Sample 22483: 8
[*] Sample 22484: 1
[*] Sample 22485: NULL
[*] Sample 22486: 5
[*] Sample 22487: 9
[*] Sample 22488: NULL
[*] Sample 22489: NULL
[*] Sample 22490: NULL
[*] Sample 22491: NULL
[*] Sample 22492: NULL
[*] Sample 22493: NULL
[*] Sample 22494: 2
[*] Sample 22495: NULL
[*] Sample 22496: 6
[*] Sample 22497: NULL
[*] Sample 22498: NULL
[*] Sample 22499: NULL
[*] Sample 22500: 2
[*] Sample 22501: NULL
[*] Sample 22502: 6
[*] Sample 22503: NULL
[*] Sample 22504: 2
[*] Sample 22505: NULL
[*] Sample 22506: NULL
[*] Sample 22507: 5
[*] Sample 22508: NULL
[*] Sample 22509: NULL
[*] Sample 22510: NULL
[*] Sample 22511: 9
[*] Sample 22512: 1
[*] Sample 22513: 2
[*] Sample 22514: NULL
[*] Sample 22515: NULL
[*] Sample 22516: NULL
[*] Sample 22517: NULL
[*] Sample 22518: NULL
[*] Sample 22519: NULL
[*] Sample 22520: 7
[*] Sample 22521: NULL
[*] Sample 22522: NULL
[*] Sample 22523: 7
[*] Sample 22524: NULL
[*] Sample 22525: NULL
[*] Sample 22526: NULL
[*] Sample 22527: NULL
[*] Sample 22528: NULL
[*] Sample 22529: NULL
[*] Sample 22530: 9
[*] Sample 22531: NULL
[*] Sample 22532: NULL
[*] Sample 22533: 1
[*] Sample 22534: 2
[*] Sample 22535: NULL
[*] Sample 22536: NULL
[*] Sample 22537: NULL
[*] Sample 22538: NULL
[*] Sample 22539: 9
[*] Sample 22540: 6
[*] Sample 22541: NULL
[*] Sample 22542: NULL
[*] Sample 22543: 6
[*] Sample 22544: NULL
[*] Sample 22545: 5
[*] Sample 22546: 2
[*] Sample 22547: NULL
[*] Sample 22548: 0
[*] Sample 22549: NULL
[*] Sample 22550: 2
[*] Sample 22551: NULL
[*] Sample 22552: NULL
[*] Sample 22553: NULL
[*] Sample 22554: 1
[*] Sample 22555: 7
[*] Sample 22556: NULL
[*] Sample 22557: 2
[*] Sample 22558: 6
[*] Sample 22559: NULL
[*] Sample 22560: NULL
[*] Sample 22561: NULL
[*] Sample 22562: NULL
[*] Sample 22563: 1
[*] Sample 22564: NULL
[*] Sample 22565: 3
[*] Sample 22566: NULL
[*] Sample 22567: 5
[*] Sample 22568: 9
[*] Sample 22569: 7
[*] Sample 22570: 4
[*] Sample 22571: NULL
[*] Sample 22572: NULL
[*] Sample 22573: NULL
[*] Sample 22574: 8
[*] Sample 22575: 3
[*] Sample 22576: NULL
[*] Sample 22577: NULL
[*] Sample 22578: NULL
[*] Sample 22579: 5
[*] Sample 22580: NULL
[*] Sample 22581: NULL
[*] Sample 22582: 5
[*] Sample 22583: NULL
[*] Sample 22584: 2
[*] Sample 22585: NULL
[*] Sample 22586: NULL
[*] Sample 22587: 8
[*] Sample 22588: 5
[*] Sample 22589: NULL
[*] Sample 22590: 2
[*] Sample 22591: NULL
[*] Sample 22592: NULL
[*] Sample 22593: NULL
[*] Sample 22594: NULL
[*] Sample 22595: NULL
[*] Sample 22596: NULL
[*] Sample 22597: NULL
[*] Sample 22598: NULL
[*] Sample 22599: 8
[*] Sample 22600: NULL
[*] Sample 22601: 0
[*] Sample 22602: 4
[*] Sample 22603: NULL
[*] Sample 22604: 0
[*] Sample 22605: NULL
[*] Sample 22606: NULL
[*] Sample 22607: NULL
[*] Sample 22608: NULL
[*] Sample 22609: NULL
[*] Sample 22610: NULL
[*] Sample 22611: 3
[*] Sample 22612: 7
[*] Sample 22613: NULL
[*] Sample 22614: NULL
[*] Sample 22615: 8
[*] Sample 22616: NULL
[*] Sample 22617: NULL
[*] Sample 22618: 9
[*] Sample 22619: 3
[*] Sample 22620: 6
[*] Sample 22621: NULL
[*] Sample 22622: NULL
[*] Sample 22623: 1
[*] Sample 22624: 9
[*] Sample 22625: NULL
[*] Sample 22626: 8
[*] Sample 22627: 1
[*] Sample 22628: NULL
[*] Sample 22629: NULL
[*] Sample 22630: NULL
[*] Sample 22631: NULL
[*] Sample 22632: NULL
[*] Sample 22633: NULL
[*] Sample 22634: NULL
[*] Sample 22635: NULL
[*] Sample 22636: 1
[*] Sample 22637: NULL
[*] Sample 22638: NULL
[*] Sample 22639: 0
[*] Sample 22640: NULL
[*] Sample 22641: NULL
[*] Sample 22642: 7
[*] Sample 22643: 1
[*] Sample 22644: 4
[*] Sample 22645: 5
[*] Sample 22646: NULL
[*] Sample 22647: 5
[*] Sample 22648: 4
[*] Sample 22649: 1
[*] Sample 22650: NULL
[*] Sample 22651: NULL
[*] Sample 22652: NULL
[*] Sample 22653: 0
[*] Sample 22654: 4
[*] Sample 22655: NULL
[*] Sample 22656: 2
[*] Sample 22657: NULL
[*] Sample 22658: NULL
[*] Sample 22659: 2
[*] Sample 22660: 1
[*] Sample 22661: NULL
[*] Sample 22662: NULL
[*] Sample 22663: NULL
[*] Sample 22664: NULL
[*] Sample 22665: NULL
[*] Sample 22666: 4
[*] Sample 22667: NULL
[*] Sample 22668: NULL
[*] Sample 22669: NULL
[*] Sample 22670: NULL
[*] Sample 22671: 2
[*] Sample 22672: 5
[*] Sample 22673: NULL
[*] Sample 22674: NULL
[*] Sample 22675: 5
[*] Sample 22676: 5
[*] Sample 22677: 5
[*] Sample 22678: 2
[*] Sample 22679: NULL
[*] Sample 22680: 3
[*] Sample 22681: NULL
[*] Sample 22682: NULL
[*] Sample 22683: NULL
[*] Sample 22684: NULL
[*] Sample 22685: NULL
[*] Sample 22686: NULL
[*] Sample 22687: NULL
[*] Sample 22688: 0
[*] Sample 22689: 1
[*] Sample 22690: NULL
[*] Sample 22691: 1
[*] Sample 22692: NULL
[*] Sample 22693: 8
[*] Sample 22694: NULL
[*] Sample 22695: NULL
[*] Sample 22696: 9
[*] Sample 22697: NULL
[*] Sample 22698: NULL
[*] Sample 22699: NULL
[*] Sample 22700: 0
[*] Sample 22701: 4
[*] Sample 22702: 8
[*] Sample 22703: 1
[*] Sample 22704: NULL
[*] Sample 22705: NULL
[*] Sample 22706: NULL
[*] Sample 22707: NULL
[*] Sample 22708: NULL
[*] Sample 22709: 2
[*] Sample 22710: NULL
[*] Sample 22711: 3
[*] Sample 22712: NULL
[*] Sample 22713: NULL
[*] Sample 22714: 1
[*] Sample 22715: 4
[*] Sample 22716: NULL
[*] Sample 22717: 8
[*] Sample 22718: 3
[*] Sample 22719: NULL
[*] Sample 22720: NULL
[*] Sample 22721: NULL
[*] Sample 22722: NULL
[*] Sample 22723: NULL
[*] Sample 22724: NULL
[*] Sample 22725: 2
[*] Sample 22726: NULL
[*] Sample 22727: 2
[*] Sample 22728: 5
[*] Sample 22729: NULL
[*] Sample 22730: 7
[*] Sample 22731: NULL
[*] Sample 22732: NULL
[*] Sample 22733: NULL
[*] Sample 22734: NULL
[*] Sample 22735: 1
[*] Sample 22736: 4
[*] Sample 22737: 4
[*] Sample 22738: 8
[*] Sample 22739: 1
[*] Sample 22740: 7
[*] Sample 22741: NULL
[*] Sample 22742: 6
[*] Sample 22743: 7
[*] Sample 22744: NULL
[*] Sample 22745: 9
[*] Sample 22746: NULL
[*] Sample 22747: NULL
[*] Sample 22748: 8
[*] Sample 22749: NULL
[*] Sample 22750: NULL
[*] Sample 22751: NULL
[*] Sample 22752: 1
[*] Sample 22753: NULL
[*] Sample 22754: NULL
[*] Sample 22755: NULL
[*] Sample 22756: NULL
[*] Sample 22757: NULL
[*] Sample 22758: NULL
[*] Sample 22759: 5
[*] Sample 22760: NULL
[*] Sample 22761: NULL
[*] Sample 22762: NULL
[*] Sample 22763: NULL
[*] Sample 22764: NULL
[*] Sample 22765: 1
[*] Sample 22766: NULL
[*] Sample 22767: NULL
[*] Sample 22768: NULL
[*] Sample 22769: NULL
[*] Sample 22770: NULL
[*] Sample 22771: NULL
[*] Sample 22772: NULL
[*] Sample 22773: NULL
[*] Sample 22774: 7
[*] Sample 22775: NULL
[*] Sample 22776: NULL
[*] Sample 22777: NULL
[*] Sample 22778: NULL
[*] Sample 22779: NULL
[*] Sample 22780: NULL
[*] Sample 22781: NULL
[*] Sample 22782: 1
[*] Sample 22783: 4
[*] Sample 22784: NULL
[*] Sample 22785: NULL
[*] Sample 22786: 2
[*] Sample 22787: NULL
[*] Sample 22788: 5
[*] Sample 22789: NULL
[*] Sample 22790: 7
[*] Sample 22791: 2
[*] Sample 22792: 8
[*] Sample 22793: 7
[*] Sample 22794: 7
[*] Sample 22795: 1
[*] Sample 22796: 2
[*] Sample 22797: 3
[*] Sample 22798: 6
[*] Sample 22799: 2
[*] Sample 22800: NULL
[*] Sample 22801: NULL
[*] Sample 22802: NULL
[*] Sample 22803: 7
[*] Sample 22804: NULL
[*] Sample 22805: NULL
[*] Sample 22806: NULL
[*] Sample 22807: 1
[*] Sample 22808: NULL
[*] Sample 22809: 5
[*] Sample 22810: 0
[*] Sample 22811: NULL
[*] Sample 22812: 3
[*] Sample 22813: 2
[*] Sample 22814: NULL
[*] Sample 22815: NULL
[*] Sample 22816: NULL
[*] Sample 22817: NULL
[*] Sample 22818: NULL
[*] Sample 22819: NULL
[*] Sample 22820: NULL
[*] Sample 22821: NULL
[*] Sample 22822: NULL
[*] Sample 22823: 5
[*] Sample 22824: NULL
[*] Sample 22825: 7
