Number of parties: 4
[*] Sample 7528: NULL
[*] Sample 7529: NULL
[*] Sample 7530: NULL
[*] Sample 7531: NULL
[*] Sample 7532: 6
[*] Sample 7533: NULL
[*] Sample 7534: NULL
[*] Sample 7535: NULL
[*] Sample 7536: 0
[*] Sample 7537: 0
[*] Sample 7538: 7
[*] Sample 7539: 2
[*] Sample 7540: 6
[*] Sample 7541: NULL
[*] Sample 7542: 8
[*] Sample 7543: 3
[*] Sample 7544: NULL
[*] Sample 7545: 0
[*] Sample 7546: NULL
[*] Sample 7547: 6
[*] Sample 7548: NULL
[*] Sample 7549: 6
[*] Sample 7550: 4
[*] Sample 7551: NULL
[*] Sample 7552: NULL
[*] Sample 7553: NULL
[*] Sample 7554: 3
[*] Sample 7555: NULL
[*] Sample 7556: NULL
[*] Sample 7557: NULL
[*] Sample 7558: 6
[*] Sample 7559: 5
[*] Sample 7560: NULL
[*] Sample 7561: 1
[*] Sample 7562: NULL
[*] Sample 7563: NULL
[*] Sample 7564: 2
[*] Sample 7565: 4
[*] Sample 7566: 0
[*] Sample 7567: NULL
[*] Sample 7568: 3
[*] Sample 7569: 8
[*] Sample 7570: 2
[*] Sample 7571: NULL
[*] Sample 7572: NULL
[*] Sample 7573: 7
[*] Sample 7574: NULL
[*] Sample 7575: NULL
[*] Sample 7576: NULL
[*] Sample 7577: 5
[*] Sample 7578: 5
[*] Sample 7579: NULL
[*] Sample 7580: 9
[*] Sample 7581: 1
[*] Sample 7582: 1
[*] Sample 7583: 6
[*] Sample 7584: NULL
[*] Sample 7585: 6
[*] Sample 7586: 0
[*] Sample 7587: NULL
[*] Sample 7588: 9
[*] Sample 7589: 6
[*] Sample 7590: 3
[*] Sample 7591: 1
[*] Sample 7592: 9
[*] Sample 7593: NULL
[*] Sample 7594: 9
[*] Sample 7595: NULL
[*] Sample 7596: 6
[*] Sample 7597: 8
[*] Sample 7598: NULL
[*] Sample 7599: 0
[*] Sample 7600: NULL
[*] Sample 7601: NULL
[*] Sample 7602: NULL
[*] Sample 7603: 0
[*] Sample 7604: NULL
[*] Sample 7605: NULL
[*] Sample 7606: 7
[*] Sample 7607: 0
[*] Sample 7608: 1
[*] Sample 7609: 2
[*] Sample 7610: NULL
[*] Sample 7611: 4
[*] Sample 7612: NULL
[*] Sample 7613: 6
[*] Sample 7614: 7
[*] Sample 7615: 8
[*] Sample 7616: NULL
[*] Sample 7617: 0
[*] Sample 7618: 1
[*] Sample 7619: NULL
[*] Sample 7620: 9
[*] Sample 7621: 4
[*] Sample 7622: 2
[*] Sample 7623: 8
[*] Sample 7624: 9
[*] Sample 7625: NULL
[*] Sample 7626: 1
[*] Sample 7627: 2
[*] Sample 7628: 3
[*] Sample 7629: NULL
[*] Sample 7630: NULL
[*] Sample 7631: 6
[*] Sample 7632: NULL
[*] Sample 7633: NULL
[*] Sample 7634: NULL
[*] Sample 7635: 2
[*] Sample 7636: NULL
[*] Sample 7637: 2
[*] Sample 7638: 1
[*] Sample 7639: 3
[*] Sample 7640: NULL
[*] Sample 7641: 9
[*] Sample 7642: 8
[*] Sample 7643: NULL
[*] Sample 7644: 8
[*] Sample 7645: NULL
[*] Sample 7646: NULL
[*] Sample 7647: NULL
[*] Sample 7648: NULL
[*] Sample 7649: NULL
[*] Sample 7650: NULL
[*] Sample 7651: 9
[*] Sample 7652: 9
[*] Sample 7653: 4
[*] Sample 7654: 7
[*] Sample 7655: 0
[*] Sample 7656: 3
[*] Sample 7657: 4
[*] Sample 7658: 9
[*] Sample 7659: 3
[*] Sample 7660: 4
[*] Sample 7661: 1
[*] Sample 7662: 4
[*] Sample 7663: 8
[*] Sample 7664: 4
[*] Sample 7665: 1
[*] Sample 7666: 5
[*] Sample 7667: 6
[*] Sample 7668: NULL
[*] Sample 7669: 4
[*] Sample 7670: 6
[*] Sample 7671: 6
[*] Sample 7672: NULL
[*] Sample 7673: 2
[*] Sample 7674: NULL
[*] Sample 7675: NULL
[*] Sample 7676: 7
[*] Sample 7677: 4
[*] Sample 7678: 2
[*] Sample 7679: 5
[*] Sample 7680: 9
[*] Sample 7681: NULL
[*] Sample 7682: NULL
[*] Sample 7683: NULL
[*] Sample 7684: NULL
[*] Sample 7685: NULL
[*] Sample 7686: 1
[*] Sample 7687: NULL
[*] Sample 7688: 0
[*] Sample 7689: NULL
[*] Sample 7690: 5
[*] Sample 7691: 8
[*] Sample 7692: 2
[*] Sample 7693: 0
[*] Sample 7694: 8
[*] Sample 7695: 7
[*] Sample 7696: NULL
[*] Sample 7697: 9
[*] Sample 7698: 3
[*] Sample 7699: 0
[*] Sample 7700: 9
[*] Sample 7701: 5
[*] Sample 7702: 0
[*] Sample 7703: 0
[*] Sample 7704: 4
[*] Sample 7705: 6
[*] Sample 7706: NULL
[*] Sample 7707: 9
[*] Sample 7708: NULL
[*] Sample 7709: 6
[*] Sample 7710: NULL
[*] Sample 7711: 7
[*] Sample 7712: NULL
[*] Sample 7713: 8
[*] Sample 7714: 3
[*] Sample 7715: NULL
[*] Sample 7716: NULL
[*] Sample 7717: NULL
[*] Sample 7718: 8
[*] Sample 7719: NULL
[*] Sample 7720: NULL
[*] Sample 7721: NULL
[*] Sample 7722: NULL
[*] Sample 7723: NULL
[*] Sample 7724: NULL
[*] Sample 7725: 1
[*] Sample 7726: NULL
[*] Sample 7727: NULL
[*] Sample 7728: 2
[*] Sample 7729: 8
[*] Sample 7730: 2
[*] Sample 7731: 5
[*] Sample 7732: NULL
[*] Sample 7733: NULL
[*] Sample 7734: 7
[*] Sample 7735: 8
[*] Sample 7736: NULL
[*] Sample 7737: 3
[*] Sample 7738: 1
[*] Sample 7739: 2
[*] Sample 7740: 3
[*] Sample 7741: NULL
[*] Sample 7742: 5
[*] Sample 7743: 6
[*] Sample 7744: 7
[*] Sample 7745: 8
[*] Sample 7746: 9
[*] Sample 7747: 0
[*] Sample 7748: 8
[*] Sample 7749: 2
[*] Sample 7750: 2
[*] Sample 7751: 4
[*] Sample 7752: NULL
[*] Sample 7753: 6
[*] Sample 7754: NULL
[*] Sample 7755: 9
[*] Sample 7756: 8
[*] Sample 7757: 7
[*] Sample 7758: 6
[*] Sample 7759: 4
[*] Sample 7760: NULL
[*] Sample 7761: NULL
[*] Sample 7762: NULL
[*] Sample 7763: NULL
[*] Sample 7764: 1
[*] Sample 7765: NULL
[*] Sample 7766: 7
[*] Sample 7767: 7
[*] Sample 7768: NULL
[*] Sample 7769: NULL
[*] Sample 7770: 8
[*] Sample 7771: 3
[*] Sample 7772: 2
[*] Sample 7773: NULL
[*] Sample 7774: NULL
[*] Sample 7775: 2
[*] Sample 7776: 8
[*] Sample 7777: 2
[*] Sample 7778: NULL
[*] Sample 7779: NULL
[*] Sample 7780: 0
[*] Sample 7781: NULL
[*] Sample 7782: 0
[*] Sample 7783: 0
[*] Sample 7784: NULL
[*] Sample 7785: 2
[*] Sample 7786: NULL
[*] Sample 7787: NULL
[*] Sample 7788: 8
[*] Sample 7789: 2
[*] Sample 7790: NULL
[*] Sample 7791: 0
[*] Sample 7792: 6
[*] Sample 7793: NULL
[*] Sample 7794: NULL
[*] Sample 7795: 1
[*] Sample 7796: 7
[*] Sample 7797: NULL
[*] Sample 7798: NULL
[*] Sample 7799: NULL
[*] Sample 7800: NULL
[*] Sample 7801: 9
[*] Sample 7802: 7
[*] Sample 7803: NULL
[*] Sample 7804: 3
[*] Sample 7805: 8
[*] Sample 7806: NULL
[*] Sample 7807: 9
[*] Sample 7808: 5
[*] Sample 7809: NULL
[*] Sample 7810: 0
[*] Sample 7811: 1
[*] Sample 7812: NULL
[*] Sample 7813: 8
[*] Sample 7814: NULL
[*] Sample 7815: 2
[*] Sample 7816: 6
[*] Sample 7817: 0
[*] Sample 7818: NULL
[*] Sample 7819: NULL
[*] Sample 7820: NULL
[*] Sample 7821: NULL
[*] Sample 7822: 1
[*] Sample 7823: NULL
[*] Sample 7824: 6
[*] Sample 7825: NULL
[*] Sample 7826: 2
[*] Sample 7827: 9
[*] Sample 7828: 8
[*] Sample 7829: 3
[*] Sample 7830: NULL
[*] Sample 7831: NULL
[*] Sample 7832: NULL
[*] Sample 7833: NULL
[*] Sample 7834: 4
[*] Sample 7835: 0
[*] Sample 7836: 4
[*] Sample 7837: NULL
[*] Sample 7838: 0
[*] Sample 7839: 1
[*] Sample 7840: NULL
[*] Sample 7841: 7
[*] Sample 7842: 8
[*] Sample 7843: 6
[*] Sample 7844: NULL
[*] Sample 7845: NULL
[*] Sample 7846: 0
[*] Sample 7847: NULL
[*] Sample 7848: NULL
[*] Sample 7849: NULL
[*] Sample 7850: 6
[*] Sample 7851: 6
[*] Sample 7852: NULL
[*] Sample 7853: 8
[*] Sample 7854: NULL
[*] Sample 7855: 0
[*] Sample 7856: 3
[*] Sample 7857: 2
[*] Sample 7858: NULL
[*] Sample 7859: 5
[*] Sample 7860: 5
[*] Sample 7861: 7
[*] Sample 7862: 8
[*] Sample 7863: 9
[*] Sample 7864: NULL
[*] Sample 7865: 7
[*] Sample 7866: 2
[*] Sample 7867: NULL
[*] Sample 7868: 0
[*] Sample 7869: 4
[*] Sample 7870: 4
[*] Sample 7871: NULL
[*] Sample 7872: 6
[*] Sample 7873: 0
[*] Sample 7874: NULL
[*] Sample 7875: NULL
[*] Sample 7876: NULL
[*] Sample 7877: NULL
[*] Sample 7878: NULL
[*] Sample 7879: NULL
[*] Sample 7880: NULL
[*] Sample 7881: NULL
[*] Sample 7882: NULL
[*] Sample 7883: 1
[*] Sample 7884: 9
[*] Sample 7885: NULL
[*] Sample 7886: 4
[*] Sample 7887: NULL
[*] Sample 7888: NULL
[*] Sample 7889: 0
[*] Sample 7890: NULL
[*] Sample 7891: 3
[*] Sample 7892: 9
[*] Sample 7893: 6
[*] Sample 7894: 4
[*] Sample 7895: 9
[*] Sample 7896: NULL
[*] Sample 7897: 2
[*] Sample 7898: NULL
[*] Sample 7899: 1
[*] Sample 7900: 1
[*] Sample 7901: NULL
[*] Sample 7902: NULL
[*] Sample 7903: NULL
[*] Sample 7904: NULL
[*] Sample 7905: 0
[*] Sample 7906: NULL
[*] Sample 7907: NULL
[*] Sample 7908: 7
[*] Sample 7909: 2
[*] Sample 7910: NULL
[*] Sample 7911: NULL
[*] Sample 7912: 7
[*] Sample 7913: 0
[*] Sample 7914: NULL
[*] Sample 7915: 8
[*] Sample 7916: 3
[*] Sample 7917: 5
[*] Sample 7918: NULL
[*] Sample 7919: NULL
[*] Sample 7920: NULL
[*] Sample 7921: NULL
[*] Sample 7922: NULL
[*] Sample 7923: 8
[*] Sample 7924: NULL
[*] Sample 7925: 3
[*] Sample 7926: NULL
[*] Sample 7927: NULL
[*] Sample 7928: NULL
[*] Sample 7929: NULL
[*] Sample 7930: NULL
[*] Sample 7931: NULL
[*] Sample 7932: 3
[*] Sample 7933: NULL
[*] Sample 7934: 1
[*] Sample 7935: NULL
[*] Sample 7936: 3
[*] Sample 7937: NULL
[*] Sample 7938: 5
[*] Sample 7939: NULL
[*] Sample 7940: NULL
[*] Sample 7941: NULL
[*] Sample 7942: 9
[*] Sample 7943: NULL
[*] Sample 7944: 1
[*] Sample 7945: NULL
[*] Sample 7946: NULL
[*] Sample 7947: 4
[*] Sample 7948: 5
[*] Sample 7949: NULL
[*] Sample 7950: NULL
[*] Sample 7951: NULL
[*] Sample 7952: NULL
[*] Sample 7953: 0
[*] Sample 7954: NULL
[*] Sample 7955: NULL
[*] Sample 7956: 3
[*] Sample 7957: 4
[*] Sample 7958: 9
[*] Sample 7959: 6
[*] Sample 7960: NULL
[*] Sample 7961: 5
[*] Sample 7962: 9
[*] Sample 7963: 8
[*] Sample 7964: NULL
[*] Sample 7965: NULL
[*] Sample 7966: 7
[*] Sample 7967: NULL
[*] Sample 7968: NULL
[*] Sample 7969: NULL
[*] Sample 7970: 6
[*] Sample 7971: 8
[*] Sample 7972: 4
[*] Sample 7973: 1
[*] Sample 7974: 5
[*] Sample 7975: 6
[*] Sample 7976: 4
[*] Sample 7977: NULL
[*] Sample 7978: NULL
[*] Sample 7979: NULL
[*] Sample 7980: NULL
[*] Sample 7981: 3
[*] Sample 7982: 5
[*] Sample 7983: 3
[*] Sample 7984: 4
[*] Sample 7985: 7
[*] Sample 7986: NULL
[*] Sample 7987: 0
[*] Sample 7988: NULL
[*] Sample 7989: NULL
[*] Sample 7990: NULL
[*] Sample 7991: NULL
[*] Sample 7992: NULL
[*] Sample 7993: NULL
[*] Sample 7994: NULL
[*] Sample 7995: NULL
[*] Sample 7996: 0
[*] Sample 7997: 8
[*] Sample 7998: NULL
[*] Sample 7999: 8
[*] Sample 8000: 4
[*] Sample 8001: 9
[*] Sample 8002: 7
[*] Sample 8003: NULL
[*] Sample 8004: 1
[*] Sample 8005: 1
[*] Sample 8006: 4
[*] Sample 8007: NULL
[*] Sample 8008: NULL
[*] Sample 8009: NULL
[*] Sample 8010: 3
[*] Sample 8011: NULL
[*] Sample 8012: 2
[*] Sample 8013: 6
[*] Sample 8014: NULL
[*] Sample 8015: 8
[*] Sample 8016: 9
[*] Sample 8017: NULL
[*] Sample 8018: 7
[*] Sample 8019: 2
[*] Sample 8020: 2
[*] Sample 8021: 0
[*] Sample 8022: 1
[*] Sample 8023: 0
[*] Sample 8024: 6
[*] Sample 8025: 2
[*] Sample 8026: NULL
[*] Sample 8027: NULL
[*] Sample 8028: 0
[*] Sample 8029: 0
[*] Sample 8030: NULL
[*] Sample 8031: 2
[*] Sample 8032: 8
[*] Sample 8033: NULL
[*] Sample 8034: NULL
[*] Sample 8035: NULL
[*] Sample 8036: 2
[*] Sample 8037: NULL
[*] Sample 8038: 5
[*] Sample 8039: NULL
[*] Sample 8040: 6
[*] Sample 8041: 6
[*] Sample 8042: 6
[*] Sample 8043: NULL
[*] Sample 8044: 9
[*] Sample 8045: NULL
[*] Sample 8046: 8
[*] Sample 8047: NULL
[*] Sample 8048: 1
[*] Sample 8049: 5
[*] Sample 8050: NULL
[*] Sample 8051: NULL
[*] Sample 8052: NULL
[*] Sample 8053: NULL
[*] Sample 8054: 4
[*] Sample 8055: NULL
[*] Sample 8056: NULL
[*] Sample 8057: 0
[*] Sample 8058: NULL
[*] Sample 8059: 2
[*] Sample 8060: 3
[*] Sample 8061: NULL
[*] Sample 8062: NULL
[*] Sample 8063: NULL
[*] Sample 8064: NULL
[*] Sample 8065: NULL
[*] Sample 8066: 9
[*] Sample 8067: NULL
[*] Sample 8068: 9
[*] Sample 8069: NULL
[*] Sample 8070: 3
[*] Sample 8071: NULL
[*] Sample 8072: 5
[*] Sample 8073: 6
[*] Sample 8074: NULL
[*] Sample 8075: 8
[*] Sample 8076: NULL
[*] Sample 8077: 0
[*] Sample 8078: 1
[*] Sample 8079: 2
[*] Sample 8080: NULL
[*] Sample 8081: NULL
[*] Sample 8082: NULL
[*] Sample 8083: 6
[*] Sample 8084: NULL
[*] Sample 8085: 0
[*] Sample 8086: 1
[*] Sample 8087: NULL
[*] Sample 8088: NULL
[*] Sample 8089: 5
[*] Sample 8090: 1
[*] Sample 8091: NULL
[*] Sample 8092: NULL
[*] Sample 8093: NULL
[*] Sample 8094: 8
[*] Sample 8095: NULL
[*] Sample 8096: 6
[*] Sample 8097: NULL
[*] Sample 8098: NULL
[*] Sample 8099: NULL
[*] Sample 8100: NULL
[*] Sample 8101: 9
[*] Sample 8102: NULL
[*] Sample 8103: 6
[*] Sample 8104: NULL
[*] Sample 8105: 5
[*] Sample 8106: NULL
[*] Sample 8107: 4
[*] Sample 8108: NULL
[*] Sample 8109: 9
[*] Sample 8110: NULL
[*] Sample 8111: NULL
[*] Sample 8112: 1
[*] Sample 8113: 1
[*] Sample 8114: NULL
[*] Sample 8115: NULL
[*] Sample 8116: NULL
[*] Sample 8117: 0
[*] Sample 8118: 1
[*] Sample 8119: 2
[*] Sample 8120: NULL
[*] Sample 8121: NULL
[*] Sample 8122: 5
[*] Sample 8123: 0
[*] Sample 8124: 7
[*] Sample 8125: NULL
[*] Sample 8126: NULL
[*] Sample 8127: 0
[*] Sample 8128: 1
[*] Sample 8129: NULL
[*] Sample 8130: 3
[*] Sample 8131: NULL
[*] Sample 8132: 5
[*] Sample 8133: 6
[*] Sample 8134: NULL
[*] Sample 8135: 7
[*] Sample 8136: NULL
[*] Sample 8137: NULL
[*] Sample 8138: 1
[*] Sample 8139: 9
[*] Sample 8140: 3
[*] Sample 8141: 4
[*] Sample 8142: NULL
[*] Sample 8143: 6
[*] Sample 8144: 7
[*] Sample 8145: NULL
[*] Sample 8146: 9
[*] Sample 8147: 9
[*] Sample 8148: NULL
[*] Sample 8149: NULL
[*] Sample 8150: 4
[*] Sample 8151: 1
[*] Sample 8152: 0
[*] Sample 8153: 2
[*] Sample 8154: 3
[*] Sample 8155: NULL
[*] Sample 8156: NULL
[*] Sample 8157: NULL
[*] Sample 8158: NULL
[*] Sample 8159: 1
[*] Sample 8160: 5
[*] Sample 8161: NULL
[*] Sample 8162: NULL
[*] Sample 8163: 0
[*] Sample 8164: NULL
[*] Sample 8165: NULL
[*] Sample 8166: NULL
[*] Sample 8167: 3
[*] Sample 8168: NULL
[*] Sample 8169: NULL
[*] Sample 8170: NULL
[*] Sample 8171: 3
[*] Sample 8172: 0
[*] Sample 8173: NULL
[*] Sample 8174: 2
[*] Sample 8175: 7
[*] Sample 8176: NULL
[*] Sample 8177: 6
[*] Sample 8178: 4
[*] Sample 8179: 0
[*] Sample 8180: NULL
[*] Sample 8181: 3
[*] Sample 8182: 9
[*] Sample 8183: 5
[*] Sample 8184: 8
[*] Sample 8185: 5
[*] Sample 8186: 5
[*] Sample 8187: NULL
[*] Sample 8188: 7
[*] Sample 8189: 4
[*] Sample 8190: NULL
[*] Sample 8191: 6
[*] Sample 8192: NULL
[*] Sample 8193: NULL
[*] Sample 8194: 0
[*] Sample 8195: NULL
[*] Sample 8196: NULL
[*] Sample 8197: NULL
[*] Sample 8198: 7
[*] Sample 8199: 2
[*] Sample 8200: 6
[*] Sample 8201: NULL
[*] Sample 8202: NULL
[*] Sample 8203: NULL
[*] Sample 8204: NULL
[*] Sample 8205: 4
[*] Sample 8206: 3
[*] Sample 8207: 9
[*] Sample 8208: NULL
[*] Sample 8209: NULL
[*] Sample 8210: NULL
[*] Sample 8211: 6
[*] Sample 8212: NULL
[*] Sample 8213: NULL
[*] Sample 8214: NULL
[*] Sample 8215: 3
[*] Sample 8216: 8
[*] Sample 8217: 8
[*] Sample 8218: 7
[*] Sample 8219: 1
[*] Sample 8220: NULL
[*] Sample 8221: NULL
[*] Sample 8222: 4
[*] Sample 8223: 8
[*] Sample 8224: NULL
[*] Sample 8225: 2
[*] Sample 8226: NULL
[*] Sample 8227: 9
[*] Sample 8228: NULL
[*] Sample 8229: 1
[*] Sample 8230: 4
[*] Sample 8231: 1
[*] Sample 8232: 5
[*] Sample 8233: 1
[*] Sample 8234: 7
[*] Sample 8235: 4
[*] Sample 8236: NULL
[*] Sample 8237: NULL
[*] Sample 8238: 2
[*] Sample 8239: 1
[*] Sample 8240: 6
[*] Sample 8241: 8
[*] Sample 8242: 8
[*] Sample 8243: NULL
[*] Sample 8244: NULL
[*] Sample 8245: 2
[*] Sample 8246: NULL
[*] Sample 8247: NULL
[*] Sample 8248: NULL
[*] Sample 8249: 8
[*] Sample 8250: NULL
[*] Sample 8251: NULL
[*] Sample 8252: NULL
[*] Sample 8253: 2
[*] Sample 8254: 3
[*] Sample 8255: NULL
[*] Sample 8256: 6
[*] Sample 8257: NULL
[*] Sample 8258: NULL
[*] Sample 8259: NULL
[*] Sample 8260: NULL
[*] Sample 8261: 1
[*] Sample 8262: NULL
[*] Sample 8263: 3
[*] Sample 8264: NULL
[*] Sample 8265: NULL
[*] Sample 8266: 8
[*] Sample 8267: 9
[*] Sample 8268: 1
[*] Sample 8269: 4
[*] Sample 8270: NULL
[*] Sample 8271: NULL
[*] Sample 8272: 8
[*] Sample 8273: 4
[*] Sample 8274: NULL
[*] Sample 8275: NULL
[*] Sample 8276: NULL
[*] Sample 8277: NULL
[*] Sample 8278: NULL
[*] Sample 8279: NULL
[*] Sample 8280: NULL
[*] Sample 8281: NULL
[*] Sample 8282: 7
[*] Sample 8283: 0
[*] Sample 8284: NULL
[*] Sample 8285: 7
[*] Sample 8286: NULL
[*] Sample 8287: NULL
[*] Sample 8288: NULL
[*] Sample 8289: NULL
[*] Sample 8290: NULL
[*] Sample 8291: 6
[*] Sample 8292: NULL
[*] Sample 8293: NULL
[*] Sample 8294: NULL
[*] Sample 8295: NULL
[*] Sample 8296: 3
[*] Sample 8297: NULL
[*] Sample 8298: NULL
[*] Sample 8299: 3
[*] Sample 8300: 8
[*] Sample 8301: NULL
[*] Sample 8302: 7
[*] Sample 8303: NULL
[*] Sample 8304: 7
[*] Sample 8305: NULL
[*] Sample 8306: NULL
[*] Sample 8307: NULL
[*] Sample 8308: NULL
[*] Sample 8309: NULL
[*] Sample 8310: NULL
[*] Sample 8311: 6
[*] Sample 8312: NULL
[*] Sample 8313: NULL
[*] Sample 8314: NULL
[*] Sample 8315: 2
[*] Sample 8316: 3
[*] Sample 8317: NULL
[*] Sample 8318: 7
[*] Sample 8319: 9
[*] Sample 8320: 4
[*] Sample 8321: NULL
[*] Sample 8322: NULL
[*] Sample 8323: 8
[*] Sample 8324: NULL
[*] Sample 8325: 6
[*] Sample 8326: 6
[*] Sample 8327: NULL
[*] Sample 8328: 3
[*] Sample 8329: NULL
[*] Sample 8330: NULL
[*] Sample 8331: 5
[*] Sample 8332: NULL
[*] Sample 8333: 6
[*] Sample 8334: 4
[*] Sample 8335: 0
[*] Sample 8336: NULL
[*] Sample 8337: NULL
[*] Sample 8338: NULL
[*] Sample 8339: NULL
[*] Sample 8340: NULL
[*] Sample 8341: 6
[*] Sample 8342: NULL
[*] Sample 8343: 0
[*] Sample 8344: NULL
[*] Sample 8345: 2
[*] Sample 8346: NULL
[*] Sample 8347: NULL
[*] Sample 8348: 5
[*] Sample 8349: 6
[*] Sample 8350: NULL
[*] Sample 8351: NULL
[*] Sample 8352: NULL
[*] Sample 8353: 2
[*] Sample 8354: NULL
[*] Sample 8355: NULL
[*] Sample 8356: NULL
[*] Sample 8357: 8
[*] Sample 8358: 4
[*] Sample 8359: NULL
[*] Sample 8360: 1
[*] Sample 8361: 4
[*] Sample 8362: 8
[*] Sample 8363: NULL
[*] Sample 8364: 7
[*] Sample 8365: 2
[*] Sample 8366: 5
[*] Sample 8367: NULL
[*] Sample 8368: 6
[*] Sample 8369: 4
[*] Sample 8370: NULL
[*] Sample 8371: NULL
[*] Sample 8372: NULL
[*] Sample 8373: 0
[*] Sample 8374: NULL
[*] Sample 8375: 9
[*] Sample 8376: 1
[*] Sample 8377: NULL
[*] Sample 8378: NULL
[*] Sample 8379: 9
[*] Sample 8380: 6
[*] Sample 8381: NULL
[*] Sample 8382: NULL
[*] Sample 8383: 9
[*] Sample 8384: 8
[*] Sample 8385: NULL
[*] Sample 8386: NULL
[*] Sample 8387: NULL
[*] Sample 8388: 0
[*] Sample 8389: NULL
[*] Sample 8390: 1
[*] Sample 8391: 7
[*] Sample 8392: 3
[*] Sample 8393: NULL
[*] Sample 8394: NULL
[*] Sample 8395: NULL
[*] Sample 8396: 1
[*] Sample 8397: 3
[*] Sample 8398: 7
[*] Sample 8399: 6
[*] Sample 8400: 4
[*] Sample 8401: NULL
[*] Sample 8402: NULL
[*] Sample 8403: 7
[*] Sample 8404: NULL
[*] Sample 8405: 4
[*] Sample 8406: NULL
[*] Sample 8407: 3
[*] Sample 8408: NULL
[*] Sample 8409: NULL
[*] Sample 8410: NULL
[*] Sample 8411: 3
[*] Sample 8412: 5
[*] Sample 8413: NULL
[*] Sample 8414: NULL
[*] Sample 8415: 5
[*] Sample 8416: NULL
[*] Sample 8417: 7
[*] Sample 8418: 1
[*] Sample 8419: 2
[*] Sample 8420: NULL
[*] Sample 8421: 7
[*] Sample 8422: 7
[*] Sample 8423: 6
[*] Sample 8424: 2
[*] Sample 8425: 0
[*] Sample 8426: 3
[*] Sample 8427: NULL
[*] Sample 8428: NULL
[*] Sample 8429: 6
[*] Sample 8430: NULL
[*] Sample 8431: NULL
[*] Sample 8432: 1
[*] Sample 8433: 6
[*] Sample 8434: NULL
[*] Sample 8435: NULL
[*] Sample 8436: NULL
[*] Sample 8437: NULL
[*] Sample 8438: 2
[*] Sample 8439: 1
[*] Sample 8440: NULL
[*] Sample 8441: NULL
[*] Sample 8442: NULL
[*] Sample 8443: NULL
[*] Sample 8444: NULL
[*] Sample 8445: NULL
[*] Sample 8446: 6
[*] Sample 8447: 5
[*] Sample 8448: NULL
[*] Sample 8449: 5
[*] Sample 8450: 2
[*] Sample 8451: 3
[*] Sample 8452: NULL
[*] Sample 8453: NULL
[*] Sample 8454: NULL
[*] Sample 8455: 2
[*] Sample 8456: 0
[*] Sample 8457: NULL
[*] Sample 8458: 0
[*] Sample 8459: 5
[*] Sample 8460: 2
[*] Sample 8461: 3
[*] Sample 8462: NULL
[*] Sample 8463: NULL
[*] Sample 8464: NULL
[*] Sample 8465: NULL
[*] Sample 8466: 8
[*] Sample 8467: 9
[*] Sample 8468: 8
[*] Sample 8469: NULL
[*] Sample 8470: NULL
[*] Sample 8471: 3
[*] Sample 8472: NULL
[*] Sample 8473: 5
[*] Sample 8474: 6
[*] Sample 8475: 7
[*] Sample 8476: NULL
[*] Sample 8477: 9
[*] Sample 8478: 6
[*] Sample 8479: 4
[*] Sample 8480: 7
[*] Sample 8481: 0
[*] Sample 8482: NULL
[*] Sample 8483: 3
[*] Sample 8484: NULL
[*] Sample 8485: NULL
[*] Sample 8486: 0
[*] Sample 8487: NULL
[*] Sample 8488: NULL
[*] Sample 8489: NULL
[*] Sample 8490: NULL
[*] Sample 8491: NULL
[*] Sample 8492: 7
[*] Sample 8493: NULL
[*] Sample 8494: 3
[*] Sample 8495: 2
[*] Sample 8496: 0
[*] Sample 8497: NULL
[*] Sample 8498: 2
[*] Sample 8499: 6
[*] Sample 8500: NULL
[*] Sample 8501: 0
[*] Sample 8502: 8
[*] Sample 8503: 9
[*] Sample 8504: 9
[*] Sample 8505: 8
[*] Sample 8506: 9
[*] Sample 8507: NULL
[*] Sample 8508: NULL
[*] Sample 8509: 6
[*] Sample 8510: 7
[*] Sample 8511: NULL
[*] Sample 8512: 7
[*] Sample 8513: NULL
[*] Sample 8514: NULL
[*] Sample 8515: NULL
[*] Sample 8516: 6
[*] Sample 8517: 6
[*] Sample 8518: NULL
[*] Sample 8519: NULL
[*] Sample 8520: NULL
[*] Sample 8521: 2
[*] Sample 8522: NULL
[*] Sample 8523: NULL
[*] Sample 8524: 8
[*] Sample 8525: NULL
[*] Sample 8526: NULL
[*] Sample 8527: NULL
[*] Sample 8528: 0
[*] Sample 8529: NULL
[*] Sample 8530: NULL
[*] Sample 8531: 5
[*] Sample 8532: NULL
[*] Sample 8533: 3
[*] Sample 8534: 9
[*] Sample 8535: NULL
[*] Sample 8536: NULL
[*] Sample 8537: NULL
[*] Sample 8538: 1
[*] Sample 8539: NULL
[*] Sample 8540: 1
[*] Sample 8541: NULL
[*] Sample 8542: 6
[*] Sample 8543: 1
[*] Sample 8544: 2
[*] Sample 8545: 2
[*] Sample 8546: 8
[*] Sample 8547: NULL
[*] Sample 8548: 0
[*] Sample 8549: NULL
[*] Sample 8550: 2
[*] Sample 8551: 3
[*] Sample 8552: 2
[*] Sample 8553: NULL
[*] Sample 8554: 6
[*] Sample 8555: 7
[*] Sample 8556: NULL
[*] Sample 8557: 9
[*] Sample 8558: NULL
[*] Sample 8559: 1
[*] Sample 8560: 2
[*] Sample 8561: NULL
[*] Sample 8562: NULL
[*] Sample 8563: NULL
[*] Sample 8564: NULL
[*] Sample 8565: 3
